longitude,latitude,housing_median_age,room_per_house,total_rooms,beds_per_room,total_bedrooms,bedroom_per_house,population,households,median_income,median_house_value
-122.27,37.84,52,5.465454545454546,1503,0.19827012641383898,298.0,1.0836363636363637,690,275,2.6033,162900
-122.27,37.85,40,4.524096385542169,751,0.24500665778961384,184.0,1.108433734939759,409,166,1.3578,147500
-122.27,37.85,42,4.478142076502732,1639,0.2239170225747407,367.0,1.0027322404371584,929,366,1.7135,159800
-122.27,37.84,52,5.096234309623431,2436,0.22208538587848933,541.0,1.1317991631799162,1015,478,1.725,113900
-122.27,37.84,52,5.193846153846154,1688,0.19964454976303317,337.0,1.0369230769230768,853,325,2.1806,99700
-122.27,37.84,52,5.270142180094787,2224,0.19649280575539568,437.0,1.0355450236966826,1006,422,2.6,132600
-122.28,37.85,41,4.495798319327731,535,0.22990654205607478,123.0,1.0336134453781514,317,119,2.4038,107500
-122.28,37.85,49,4.7280334728033475,1130,0.215929203539823,244.0,1.0209205020920502,607,239,2.4597,93800
-122.28,37.85,52,4.7808564231738035,1898,0.22181243414120128,421.0,1.0604534005037782,1102,397,1.808,105500
-122.28,37.84,50,4.40169133192389,2082,0.23631123919308358,492.0,1.040169133192389,1131,473,1.6424,108900
-122.28,37.84,52,4.703225806451613,729,0.2194787379972565,160.0,1.032258064516129,395,155,1.6875,132000
-122.28,37.84,49,5.068783068783069,1916,0.23329853862212943,447.0,1.1825396825396826,863,378,1.9274,122300
-122.28,37.84,52,4.882086167800454,2153,0.22340919647004182,481.0,1.090702947845805,1168,441,1.9615,115200
-122.27,37.84,48,5.737313432835821,1922,0.21279916753381894,409.0,1.2208955223880598,1026,335,1.7969,110400
-122.27,37.83,49,5.0303951367781155,1655,0.22114803625377644,366.0,1.1124620060790273,754,329,1.375,104900
-122.27,37.83,51,4.972014925373134,2665,0.2153846153846154,574.0,1.0708955223880596,1258,536,2.7303,109700
-122.27,37.83,49,4.6022727272727275,1215,0.23209876543209876,282.0,1.0681818181818181,570,264,1.4861,97200
-122.27,37.83,48,4.807486631016043,1798,0.24026696329254726,432.0,1.1550802139037433,987,374,1.0972,104500
-122.28,37.83,52,3.7493796526054592,1511,0.25810721376571805,390.0,0.967741935483871,901,403,1.4103,103900
-122.26,37.83,52,4.757281553398058,1470,0.22448979591836735,330.0,1.0679611650485437,689,309,3.48,191400
-122.26,37.83,52,3.4942528735632186,2432,0.29399671052631576,715.0,1.0272988505747127,1377,696,2.5898,176000
-122.26,37.83,52,4.215189873417722,1665,0.25165165165165165,419.0,1.0607594936708862,946,395,2.0978,155400
-122.26,37.83,51,3.7590361445783134,936,0.33226495726495725,311.0,1.248995983935743,517,249,1.2852,150000
-122.26,37.84,49,3.7724867724867726,713,0.28330995792426367,202.0,1.0687830687830688,462,189,1.025,118800
-122.26,37.84,52,4.797979797979798,950,0.21263157894736842,202.0,1.02020202020202,467,198,3.9643,188800
-122.26,37.83,52,4.941780821917808,1443,0.21552321552321552,311.0,1.0650684931506849,660,292,3.0125,184400
-122.26,37.83,52,4.335078534031414,1656,0.2536231884057971,420.0,1.0994764397905759,718,382,2.6768,182300
-122.26,37.83,50,3.700657894736842,1125,0.2862222222222222,322.0,1.0592105263157894,616,304,2.026,142500
-122.27,37.82,43,3.9802371541501977,1007,0.3098311817279047,312.0,1.233201581027668,558,253,1.7348,137500
-122.26,37.82,40,3.9,624,0.3125,195.0,1.21875,423,160,0.9506,187500
-122.27,37.82,40,2.6875,946,0.3964059196617336,375.0,1.0653409090909092,700,352,1.775,112500
-122.27,37.82,21,2.045662100456621,896,0.5055803571428571,453.0,1.0342465753424657,735,438,0.9218,171900
-122.27,37.82,43,4.58968058968059,1868,0.24411134903640258,456.0,1.1203931203931203,1061,407,1.5045,93800
-122.27,37.82,41,4.473611111111111,3221,0.26482458863706926,853.0,1.1847222222222222,1959,720,1.1108,97500
-122.27,37.82,52,4.075,1630,0.27975460122699386,456.0,1.14,1162,400,1.2475,104200
-122.28,37.82,52,5.021459227467811,1170,0.20085470085470086,235.0,1.0085836909871244,701,233,1.6098,87500
-122.28,37.82,52,4.295454545454546,945,0.2571428571428571,243.0,1.1045454545454545,576,220,1.4113,83100
-122.28,37.82,52,4.77992277992278,1238,0.23263327948303716,288.0,1.111969111969112,622,259,1.5057,87500
-122.28,37.82,52,6.102459016393443,1489,0.22498321020819342,335.0,1.3729508196721312,728,244,0.8172,85300
-122.28,37.82,52,4.5625,1387,0.24585436193222782,341.0,1.1217105263157894,1074,304,1.2171,80300
-122.29,37.82,2,2.7719298245614037,158,0.2721518987341772,43.0,0.7543859649122807,94,57,2.5625,60000
-122.29,37.83,52,5.994652406417113,1121,0.18822479928635147,211.0,1.1283422459893049,554,187,3.3929,75700
-122.29,37.82,49,5.869565217391305,135,0.21481481481481482,29.0,1.2608695652173914,86,23,6.1183,75000
-122.29,37.81,50,6.229508196721311,760,0.25,190.0,1.5573770491803278,377,122,0.9011,86100
-122.3,37.81,52,7.69811320754717,1224,0.19362745098039216,237.0,1.490566037735849,521,159,1.191,76100
-122.3,37.81,48,6.225563909774436,828,0.21980676328502416,182.0,1.368421052631579,392,133,2.5938,73500
-122.3,37.81,52,5.401069518716578,1010,0.20693069306930692,209.0,1.1176470588235294,604,187,1.1667,78400
-122.3,37.81,48,4.382530120481928,1455,0.24329896907216494,354.0,1.0662650602409638,788,332,0.8056,84400
-122.29,37.8,52,6.98639455782313,1027,0.23758519961051608,244.0,1.6598639455782314,492,147,2.6094,81300
-122.3,37.81,52,6.975609756097561,572,0.19055944055944055,109.0,1.329268292682927,274,82,1.8516,85000
-122.29,37.81,46,4.584288052373159,2801,0.22991788646911818,644.0,1.0540098199672667,1823,611,0.9802,129200
-122.29,37.81,26,6.047244094488189,768,0.19791666666666666,152.0,1.1968503937007875,392,127,1.7719,82500
-122.29,37.81,46,3.375451263537906,935,0.3176470588235294,297.0,1.0722021660649819,582,277,0.7286,95200
-122.29,37.81,49,5.552631578947368,844,0.24170616113744076,204.0,1.3421052631578947,560,152,1.75,75000
-122.29,37.81,46,1.7142857142857142,12,0.3333333333333333,4.0,0.5714285714285714,18,7,0.4999,67500
-122.29,37.81,20,6.2781954887218046,835,0.19281437125748502,161.0,1.2105263157894737,290,133,2.483,137500
-122.28,37.81,17,2.8177676537585423,1237,0.3734842360549717,462.0,1.0523917995444192,762,439,0.9241,177500
-122.28,37.81,36,5.724950884086444,2914,0.1928620452985587,562.0,1.1041257367387034,1236,509,2.4464,102100
-122.28,37.81,19,5.830917874396135,1207,0.20132560066280034,243.0,1.173913043478261,721,207,1.1111,108300
-122.29,37.81,23,5.369230769230769,1745,0.21432664756446992,374.0,1.1507692307692308,1054,325,0.8026,112500
-122.28,37.8,38,4.412903225806452,684,0.2573099415204678,176.0,1.135483870967742,344,155,2.0114,131300
-122.28,37.81,17,3.1972318339100347,924,0.31277056277056275,289.0,1.0,609,289,1.5,162500
-122.27,37.81,52,3.75,210,0.26666666666666666,56.0,1.0,183,56,1.1667,112500
-122.28,37.81,52,3.9080459770114944,340,0.2852941176470588,97.0,1.1149425287356323,200,87,1.5208,112500
-122.28,37.81,52,2.490322580645161,386,0.42487046632124353,164.0,1.0580645161290323,346,155,0.8075,137500
-122.28,37.81,35,5.609467455621302,948,0.1940928270042194,184.0,1.0887573964497042,467,169,1.8088,118800
-122.28,37.81,52,6.721739130434782,773,0.18499353169469598,143.0,1.2434782608695651,377,115,2.4083,98200
-122.27,37.81,40,2.3157894736842106,880,0.5125,451.0,1.186842105263158,582,380,0.977,118800
-122.27,37.81,10,2.6515151515151514,875,0.3977142857142857,348.0,1.0545454545454545,546,330,0.76,162500
-122.27,37.8,10,2.6923076923076925,105,0.4,42.0,1.0769230769230769,125,39,0.9722,137500
-122.27,37.8,52,2.929411764705882,249,0.3132530120481928,78.0,0.9176470588235294,396,85,1.2434,500001
-122.27,37.8,16,2.74585635359116,994,0.39436619718309857,392.0,1.0828729281767955,800,362,2.0938,162500
-122.28,37.8,52,2.4431818181818183,215,0.4046511627906977,87.0,0.9886363636363636,904,88,0.8668,137500
-122.28,37.8,52,2.823529411764706,96,0.3229166666666667,31.0,0.9117647058823529,191,34,0.75,162500
-122.27,37.79,27,3.493377483443709,1055,0.3289099526066351,347.0,1.1490066225165563,718,302,2.6354,187500
-122.27,37.8,39,3.6723768736616704,1715,0.363265306122449,623.0,1.3340471092077089,1327,467,1.8477,179200
-122.26,37.8,36,2.294016358157555,5329,0.4648151623193845,2477.0,1.066293585880327,3469,2323,2.0096,130000
-122.26,37.82,31,3.8949152542372882,4596,0.28959965187119235,1331.0,1.1279661016949152,2048,1180,2.8345,183800
-122.26,37.81,29,3.681318681318681,335,0.3194029850746269,107.0,1.1758241758241759,202,91,2.0062,125000
-122.26,37.82,22,2.9456,3682,0.3449212384573601,1270.0,1.016,2024,1250,1.2185,170000
-122.26,37.82,37,3.7071428571428573,3633,0.29865125240847784,1085.0,1.1071428571428572,1838,980,2.6104,193100
-122.25,37.81,29,3.7248,4656,0.30369415807560135,1414.0,1.1312,2304,1250,2.4912,257800
-122.25,37.81,28,3.8784235136940546,5806,0.27609369617636925,1603.0,1.070808283233133,2563,1497,3.2177,273400
-122.25,37.81,39,3.745614035087719,854,0.28337236533957844,242.0,1.0614035087719298,389,228,3.125,237500
-122.25,37.81,52,3.5154975530179446,2155,0.3252900232018561,701.0,1.1435562805872757,895,613,2.5795,350000
-122.26,37.81,34,3.281721632196758,5871,0.3260091977516607,1914.0,1.0698714365567357,2689,1789,2.8406,335700
-122.24,37.82,52,6.184426229508197,1509,0.14910536779324055,225.0,0.9221311475409836,674,244,4.9306,313400
-122.24,37.81,52,4.442982456140351,2026,0.23790720631786771,482.0,1.0570175438596492,709,456,3.2727,268500
-122.25,37.81,52,4.165876777251185,1758,0.2616609783845279,460.0,1.0900473933649288,686,422,3.1691,259400
-122.24,37.82,52,4.848189415041783,3481,0.21574260270037346,751.0,1.0459610027855153,1444,718,3.9,275700
-122.25,37.82,28,4.160847880299252,3337,0.25621816002397363,855.0,1.0660847880299251,1520,802,3.9063,225000
-122.25,37.82,52,5.628458498023716,1424,0.2029494382022472,289.0,1.1422924901185771,550,253,5.0917,262500
-122.25,37.82,32,3.7270058708414875,3809,0.28826463638750327,1098.0,1.0743639921722115,1806,1022,2.6429,218500
-122.25,37.82,26,3.2530813475760065,3959,0.30209648901237685,1196.0,0.9827444535743632,1749,1217,3.0233,255000
-122.25,37.83,52,4.578034682080925,2376,0.23526936026936027,559.0,1.0770712909441233,939,519,3.1484,224100
-122.25,37.83,35,3.822274881516588,1613,0.2653440793552387,428.0,1.014218009478673,675,422,3.4722,243100
-122.25,37.83,52,4.3951890034364265,1279,0.22439405785770133,287.0,0.9862542955326461,534,291,3.1429,231600
-122.25,37.83,28,3.0234798314268514,5022,0.34846674631620866,1750.0,1.053582179409994,2558,1661,2.4234,218500
-122.25,37.83,52,4.040501446480231,4190,0.2637231503579952,1105.0,1.0655737704918034,1786,1037,3.0897,234100
-122.23,37.84,50,6.742627345844504,2515,0.15864811133200796,399.0,1.0697050938337802,970,373,5.8596,327600
-122.23,37.84,47,6.546391752577319,3175,0.14299212598425196,454.0,0.9360824742268041,1098,485,5.2868,347600
-122.24,37.83,41,6.851063829787234,2576,0.15760869565217392,406.0,1.0797872340425532,794,376,5.956,366100
-122.24,37.85,37,7.1063829787234045,334,0.16167664670658682,54.0,1.148936170212766,98,47,4.9643,335000
-122.23,37.85,52,6.947890818858561,2800,0.1467857142857143,411.0,1.0198511166253101,1061,403,6.3434,373600
-122.24,37.84,52,6.358558558558559,3529,0.16265230943610087,574.0,1.0342342342342343,1177,555,5.1773,389500
-122.24,37.85,52,7.11716621253406,2612,0.139739663093415,365.0,0.9945504087193461,901,367,7.2354,391100
-122.22,37.85,28,5.5303347280334725,5287,0.1982220540949499,1048.0,1.096234309623431,2031,956,5.457,337300
-122.22,37.84,50,6.127348643006263,2935,0.16115843270868824,473.0,0.9874739039665971,1031,479,7.5,295200
-122.21,37.84,44,5.735343383584589,3424,0.174357476635514,597.0,1.0,1358,597,6.0194,292300
-122.21,37.83,40,7.631498470948012,4991,0.13504307753957123,674.0,1.0305810397553516,1616,654,7.5544,411500
-122.2,37.84,30,6.446064139941691,2211,0.15649027589326098,346.0,1.0087463556851313,844,343,6.0666,311500
-122.21,37.84,34,6.125,3038,0.16129032258064516,490.0,0.9879032258064516,1140,496,7.0548,325900
-122.19,37.84,18,8.335051546391753,1617,0.12987012987012986,210.0,1.0824742268041236,533,194,11.6017,392600
-122.2,37.84,35,6.467268623024831,2865,0.16055846422338568,460.0,1.0383747178329572,1072,443,7.4882,319300
-122.21,37.83,34,6.6122715404699735,5065,0.15557749259624876,788.0,1.0287206266318538,1627,766,6.8976,333300
-122.19,37.83,28,6.978947368421053,1326,0.138763197586727,184.0,0.968421052631579,463,190,8.2049,335200
-122.2,37.83,26,7.530805687203792,1589,0.14033983637507866,223.0,1.0568720379146919,542,211,8.401,351200
-122.19,37.83,29,6.657992565055762,1791,0.15131211613623674,271.0,1.0074349442379182,661,269,6.8538,368900
-122.19,37.82,32,6.977186311787072,1835,0.1438692098092643,264.0,1.0038022813688212,635,263,8.317,365900
-122.2,37.82,37,6.982954545454546,1229,0.14727420667209112,181.0,1.0284090909090908,420,176,7.0175,366700
-122.2,37.82,39,7.54,3770,0.14164456233421752,534.0,1.068,1265,500,6.3302,362800
-122.18,37.81,30,5.615384615384615,292,0.13013698630136986,38.0,0.7307692307692307,126,52,6.3624,483300
-122.21,37.82,52,6.785714285714286,2375,0.14021052631578948,333.0,0.9514285714285714,813,350,7.0549,331400
-122.2,37.81,45,6.957746478873239,2964,0.14709851551956815,436.0,1.0234741784037558,1067,426,6.7851,323500
-122.21,37.8,50,5.132246376811594,2833,0.21355453582774445,605.0,1.0960144927536233,1260,552,2.8929,216700
-122.21,37.8,38,4.628336755646817,2254,0.23735581188997337,535.0,1.0985626283367556,951,487,3.0812,233100
-122.21,37.81,52,6.200892857142857,1389,0.15262778977681785,212.0,0.9464285714285714,510,224,5.2402,296400
-122.22,37.81,52,6.39935064935065,1971,0.16996448503297817,335.0,1.0876623376623376,765,308,6.5217,273700
-122.22,37.8,52,4.745652173913044,2183,0.21300961978928082,465.0,1.0108695652173914,1129,460,3.2632,227700
-122.22,37.8,52,5.183673469387755,2286,0.20297462817147857,464.0,1.0521541950113378,1073,441,3.0298,199600
-122.22,37.8,52,5.283495145631068,2721,0.1988239617787578,541.0,1.050485436893204,1185,515,4.5428,239800
-122.22,37.81,52,5.952941176470588,2024,0.1674901185770751,339.0,0.9970588235294118,756,340,4.072,270100
-122.22,37.81,52,5.65067178502879,2944,0.18206521739130435,536.0,1.0287907869481765,1034,521,5.3509,302100
-122.23,37.8,52,4.429193899782135,2033,0.23905558288243975,486.0,1.0588235294117647,787,459,3.1603,269500
-122.23,37.81,52,6.727699530516432,1433,0.159804605722261,229.0,1.0751173708920188,612,213,4.7708,314700
-122.22,37.81,52,7.7026315789473685,2927,0.13734198838401093,402.0,1.0578947368421052,1021,380,8.1564,390100
-122.23,37.81,52,8.972868217054264,2315,0.126133909287257,292.0,1.1317829457364341,861,258,8.8793,410300
-122.24,37.81,52,7.599388379204893,2485,0.12595573440643862,313.0,0.9571865443425076,953,327,6.8591,352400
-122.24,37.81,52,5.8203125,1490,0.1597315436241611,238.0,0.9296875,634,256,6.0302,287300
-122.23,37.81,52,7.994318181818182,2814,0.1297085998578536,365.0,1.0369318181818181,878,352,7.508,348700
-122.24,37.81,52,4.333333333333333,2093,0.26278069756330624,550.0,1.1387163561076605,918,483,2.7477,243800
-122.24,37.8,52,5.074285714285714,888,0.1891891891891892,168.0,0.96,360,175,2.1944,211500
-122.25,37.8,52,4.276639344262295,2087,0.24436990896023,510.0,1.0450819672131149,1197,488,3.0149,218400
-122.24,37.81,52,4.851351351351352,2513,0.19976124154397135,502.0,0.9691119691119691,1048,518,3.675,269900
-122.25,37.81,46,4.326639892904953,3232,0.2583539603960396,835.0,1.1178045515394912,1373,747,3.225,218800
-122.25,37.8,42,4.059113300492611,4120,0.25849514563106796,1065.0,1.0492610837438423,1715,1015,2.9345,225000
-122.25,37.8,43,3.2742382271468142,2364,0.3350253807106599,792.0,1.0969529085872576,1359,722,2.1429,250000
-122.25,37.8,41,3.5617433414043584,1471,0.318830727396329,469.0,1.1355932203389831,1062,413,1.6121,171400
-122.25,37.8,29,3.1927554980595083,2468,0.3500810372771475,864.0,1.1177231565329884,1335,773,1.3929,193800
-122.24,37.79,27,3.804195804195804,1632,0.3014705882352941,492.0,1.1468531468531469,1171,429,2.3173,125000
-122.25,37.79,45,3.882608695652174,1786,0.2945128779395297,526.0,1.1434782608695653,1475,460,1.7772,97500
-122.25,37.79,50,3.2091836734693877,629,0.2988871224165342,188.0,0.9591836734693877,742,196,2.6458,125000
-122.25,37.79,52,3.6887052341597797,1339,0.29200896191187453,391.0,1.0771349862258952,1086,363,2.181,138800
-122.25,37.8,36,3.0902394106813995,1678,0.36114421930870083,606.0,1.1160220994475138,1645,543,2.2303,116700
-122.25,37.8,43,3.639751552795031,2344,0.27602389078498296,647.0,1.0046583850931676,1710,644,1.6504,151800
-122.24,37.8,52,4.368421052631579,996,0.2289156626506024,228.0,1.0,731,228,2.2697,127000
-122.24,37.8,52,4.585014409221902,1591,0.23444374607165305,373.0,1.07492795389049,1118,347,2.1563,128600
-122.24,37.8,52,4.7343283582089555,1586,0.2509457755359395,398.0,1.1880597014925374,1006,335,2.1348,140600
-122.24,37.8,47,3.693140794223827,2046,0.2873900293255132,588.0,1.0613718411552346,1213,554,2.6292,182700
-122.23,37.8,52,4.638132295719845,1192,0.2424496644295302,289.0,1.1245136186770428,772,257,2.3833,146900
-122.24,37.8,52,4.496259351620948,1803,0.23294509151414308,420.0,1.0473815461346634,1321,401,2.957,122800
-122.24,37.8,49,4.192023633677991,2838,0.2639182522903453,749.0,1.106351550960118,1487,677,2.5238,169300
-122.23,37.8,52,4.209677419354839,783,0.23499361430395913,184.0,0.989247311827957,488,186,1.9375,126600
-122.23,37.8,51,4.0561224489795915,1590,0.26037735849056604,414.0,1.0561224489795917,949,392,1.9028,127900
-122.23,37.8,50,4.20722891566265,1746,0.27491408934707906,480.0,1.1566265060240963,1149,415,2.25,123500
-122.23,37.8,52,4.4714285714285715,1252,0.2388178913738019,299.0,1.0678571428571428,844,280,2.3929,111900
-122.23,37.79,43,4.844029244516653,5963,0.2253899044105316,1344.0,1.091795288383428,4367,1231,2.1917,112800
-122.23,37.79,52,4.327669902912621,1783,0.22153673583847447,395.0,0.9587378640776699,1659,412,2.9357,107900
-122.23,37.79,30,3.7984790874524714,999,0.26426426426426425,264.0,1.0038022813688212,1011,263,1.8854,137500
-122.24,37.79,39,3.776349614395887,1469,0.29339686861810754,431.0,1.1079691516709511,1464,389,2.1638,105500
-122.24,37.79,47,4.528052805280528,1372,0.2879008746355685,395.0,1.3036303630363035,1237,303,2.125,95500
-122.24,37.79,52,4.011904761904762,674,0.26706231454005935,180.0,1.0714285714285714,647,168,3.375,116100
-122.24,37.79,43,4.554621848739496,1626,0.23124231242312424,376.0,1.0532212885154062,1284,357,2.2542,112200
-122.25,37.79,51,3.1818181818181817,175,0.24571428571428572,43.0,0.7818181818181819,228,55,2.1,75000
-122.25,37.79,39,3.747967479674797,461,0.279826464208243,129.0,1.048780487804878,381,123,1.6,112500
-122.25,37.79,52,3.973568281938326,902,0.26274944567627495,237.0,1.0440528634361232,846,227,3.625,125000
-122.26,37.8,20,3.510355029585799,2373,0.3282764433206911,779.0,1.1523668639053255,1659,676,1.6929,115000
-122.22,37.77,52,2.8333333333333335,391,0.3273657289002558,128.0,0.927536231884058,520,138,1.6471,95000
-122.22,37.77,52,4.38996138996139,1137,0.2647317502198769,301.0,1.162162162162162,866,259,2.59,96400
-122.23,37.77,52,4.202185792349726,769,0.26788036410923277,206.0,1.1256830601092895,612,183,2.57,72000
-122.23,37.78,52,3.746031746031746,472,0.3093220338983051,146.0,1.1587301587301588,415,126,2.6429,71300
-122.23,37.78,52,4.046948356807512,862,0.2494199535962877,215.0,1.0093896713615023,994,213,3.0257,80800
-122.22,37.78,50,4.0251572327044025,1920,0.2760416666666667,530.0,1.1111111111111112,1525,477,1.4886,128800
-122.23,37.78,43,3.2420091324200913,1420,0.3323943661971831,472.0,1.0776255707762556,1506,438,1.9338,112500
-122.23,37.78,52,3.8666666666666667,986,0.2616632860040568,258.0,1.011764705882353,1008,255,1.4844,119400
-122.23,37.78,44,3.1158455392809588,2340,0.3525641025641026,825.0,1.0985352862849533,2813,751,1.6009,118100
-122.23,37.79,48,4.944606413994169,1696,0.23349056603773585,396.0,1.154518950437318,1481,343,2.0375,122500
-122.23,37.79,49,5.365296803652968,1175,0.18468085106382978,217.0,0.9908675799086758,859,219,2.293,106300
-122.22,37.79,37,4.479923518164436,2343,0.24498506188647035,574.0,1.0975143403441683,1608,523,2.1494,132500
-122.23,37.79,30,4.357142857142857,610,0.23770491803278687,145.0,1.0357142857142858,425,140,1.6198,122700
-122.23,37.79,40,5.054347826086956,930,0.21397849462365592,199.0,1.0815217391304348,564,184,1.3281,113300
-122.22,37.79,44,5.466911764705882,1487,0.21116341627437793,314.0,1.1544117647058822,961,272,3.5156,109500
-122.22,37.79,52,4.998540145985402,3424,0.20151869158878505,690.0,1.0072992700729928,2273,685,3.9048,164700
-122.21,37.79,52,3.9076923076923076,762,0.24934383202099739,190.0,0.9743589743589743,600,195,3.0893,125000
-122.22,37.79,46,4.489563567362429,2366,0.24302620456466612,575.0,1.0910815939278937,1647,527,2.6042,124700
-122.22,37.79,49,4.306603773584905,1826,0.24644030668127054,450.0,1.0613207547169812,1201,424,2.5,136700
-122.22,37.79,38,4.626707132018209,3049,0.23319121023286324,711.0,1.078907435508346,2167,659,2.7969,141700
-122.2,37.79,29,4.823529411764706,1640,0.22926829268292684,376.0,1.1058823529411765,939,340,2.8321,150000
-122.21,37.79,47,5.284246575342466,1543,0.19896305897602073,307.0,1.0513698630136987,859,292,2.9583,138800
-122.21,37.79,34,4.5813953488372094,2364,0.2356175972927242,557.0,1.0794573643410852,1517,516,2.8365,139200
-122.21,37.79,35,4.520725388601036,1745,0.2343839541547278,409.0,1.0595854922279793,1143,386,2.875,143800
-122.21,37.8,39,4.316810344827586,2003,0.24962556165751373,500.0,1.0775862068965518,1109,464,3.0682,156500
-122.21,37.8,39,4.524663677130045,2018,0.22150644202180378,447.0,1.0022421524663676,1221,446,3.0757,151000
-122.2,37.8,43,6.6923076923076925,3045,0.1638752052545156,499.0,1.0967032967032968,1115,455,4.9559,273000
-122.2,37.8,52,5.772388059701493,1547,0.18939883645765998,293.0,1.0932835820895523,706,268,4.7721,217100
-122.21,37.8,52,4.984419263456091,3519,0.2020460358056266,711.0,1.0070821529745042,1883,706,3.4861,187100
-122.2,37.8,41,6.088235294117647,2070,0.17101449275362318,354.0,1.0411764705882354,804,340,5.1184,239600
-122.21,37.8,48,5.242063492063492,1321,0.19909159727479184,263.0,1.0436507936507937,506,252,4.0977,229700
-122.19,37.8,48,7.117647058823529,1694,0.15289256198347106,259.0,1.088235294117647,610,238,4.744,257300
-122.19,37.8,46,5.837349397590361,1938,0.17595459236326108,341.0,1.0271084337349397,768,332,4.2727,246900
-122.19,37.79,50,5.260869565217392,968,0.20144628099173553,195.0,1.059782608695652,462,184,2.9844,179900
-122.2,37.79,40,4.51063829787234,1060,0.24150943396226415,256.0,1.0893617021276596,667,235,4.1739,169600
-122.2,37.8,46,5.1152882205513786,2041,0.19843214110730034,405.0,1.0150375939849625,1059,399,3.8487,203300
-122.19,37.8,52,6.5451263537906135,1813,0.14947600661886376,271.0,0.9783393501805054,637,277,4.0114,263400
-122.19,37.79,45,5.986784140969163,2718,0.1659308314937454,451.0,0.9933920704845814,1106,454,4.6563,231800
-122.19,37.79,28,4.699551569506727,3144,0.24204834605597964,761.0,1.1375186846038865,1737,669,2.9297,140500
-122.2,37.79,35,4.62051282051282,1802,0.25471698113207547,459.0,1.176923076923077,1009,390,2.3036,126000
-122.2,37.79,49,4.2,882,0.22108843537414966,195.0,0.9285714285714286,737,210,2.6667,122000
-122.2,37.79,44,3.30142566191446,1621,0.27884022208513265,452.0,0.9205702647657841,1354,491,2.619,134700
-122.21,37.79,45,4.462025316455696,2115,0.2520094562647754,533.0,1.1244725738396624,1530,474,2.4167,139400
-122.2,37.79,45,4.210416666666666,2021,0.2612568035625928,528.0,1.1,1410,480,2.7788,115400
-122.21,37.78,46,3.9349736379613356,2239,0.2268870031263957,508.0,0.8927943760984183,1390,569,2.7352,137300
-122.21,37.78,52,5.4907063197026025,1477,0.2031144211238998,300.0,1.1152416356877324,1065,269,1.8472,137000
-122.21,37.78,52,4.310204081632653,1056,0.21212121212121213,224.0,0.9142857142857143,792,245,2.6583,142600
-122.21,37.78,49,3.6653061224489796,898,0.2717149220489978,244.0,0.9959183673469387,779,245,3.0536,137500
-122.22,37.78,44,4.865573770491803,2968,0.23921832884097036,710.0,1.1639344262295082,2269,610,2.3906,111700
-122.21,37.78,43,4.181818181818182,1702,0.2702702702702703,460.0,1.1302211302211302,1227,407,1.7188,126800
-122.21,37.78,47,3.6556016597510372,881,0.2814982973893303,248.0,1.0290456431535269,753,241,2.625,111300
-122.22,37.77,40,3.6592592592592594,494,0.23076923076923078,114.0,0.8444444444444444,547,135,2.8015,114800
-122.22,37.78,50,4.036363636363636,1776,0.26632882882882886,473.0,1.075,1807,440,1.7276,102300
